business_name,website,city,country,email,phone,instagram,linkedin_company_url,linkedin_person_url,linkedin_source,decision_maker_name,decision_maker_title,decision_maker_email,decision_maker_phone,decision_source_url,decision_source_type,decision_confidence,score,notes,google_maps_url,quality_recommendation,quality_grade,market_role,quality_reason,lat,lon
Séjour linguistique en Angleterre,https://www.sejour-linguistique-lec.fr/sejour-linguistique/angleterre,,FR,,01 42 67 75; 158490574,https://www.instagram.com/lec_sejours,,,,,,,,,,,17,"google_search_title: Séjour linguistique en Angleterre | description: Séjours linguistiques avec hébergement en Collège ou résidence. Séjour Collège en Angleterre – Parcours Aventure. 11-14 ans / 14-17 ans – 6ème ... | query: ""séjours linguistiques"" angleterre jeunes organisme || ""voyages scolaires"" angleterre agence || ""colonie"" anglais étranger adolescents | rank: 2",,Keep,A,Outbound youth education / study travel source-market lead,"Search result matched targeted source-market terms: séjours linguistiques, séjour linguistique.",46.2276,2.2137
Séjour linguistique en Angleterre pour adolescents,https://www.ef.fr/pg/sejour-linguistique-ado-angleterre,,FR,,0142614626; +0142614626,,,,,,,,,,,,17,"google_search_title: Séjour linguistique en Angleterre pour adolescents | description: Les organismes proposant des séjours linguistiques en Angleterre pour adolescent sont nombreux. ... Ce voyage linguistique en Angleterre jeune est proposé ... | query: ""séjours linguistiques"" angleterre jeunes organisme || ""voyages scolaires"" angleterre agence || ""colonie"" anglais étranger adolescents | rank: 1",,Keep,A,Outbound youth education / study travel source-market lead,"Search result matched targeted source-market terms: séjours linguistiques, séjour linguistique.",46.2276,2.2137
Séjours linguistiques : Voyages & échanges ...,https://www.cei-voyage.fr/experiences/sejours-linguistiques,,FR,servicegestiondesdonnees@groupe-cei.fr; info@groupe-cei.fr,0143296020; 0299200613,https://www.instagram.com/ceivoyagesjeunes,https://www.linkedin.com/company/cei---centre-d; https://fr.linkedin.com/company/cei---centre-d%27echanges-internationaux,,Apify contact scraping,,,,,,,,17,"google_search_title: Séjours linguistiques : Voyages & échanges ... | description: Découvrez tous les séjours linguistiques du CEI : par âges, thématiques, langues et destinations. Réservez votre voyage avec un organisme labellisé ! | query: ""séjours linguistiques"" angleterre jeunes organisme || ""voyages scolaires"" angleterre agence || ""colonie"" anglais étranger adolescents | rank: 8",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: séjours linguistiques.,46.2276,2.2137
Educationaltouroperator Stories,https://mobile.wattpad.com/stories/educationaltouroperator,,IN,press@wattpad.com,1675191393521; 1776366786788; 961-4649-8369; 462591850367401; 336042005250656; 14261210; 30.909091; 94946289; 1595878448471; 1596137875368; 1595878464551; 8646837,https://instagram.com/wattpad; https://www.instagram.com/wattpad; https://www.instagram.com/lifeatwattpad,https://www.linkedin.com/company/wattpad,,Apify contact scraping,,,,,,,,17,"google_search_title: Educationaltouroperator Stories | description: School Tour Operator | School Trip Operator | School Educational Tour by armaantour. 1. School Tour Operator | School Trip Operator | School Educational Tour. | query: ""UK study abroad consultant"" students India || ""school educational tour"" operator India || ""summer camp abroad"" students India | rank: 10",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: school trip.,20.5937,78.9629
Globeducate International Summer Camps,https://www.globeducate.com/international-experiences/summer-camps,,IN,info@globeducate.com; communications@globeducate.com; marc.gauvin@blytheducation.com; jbradshaw@torontoprepschool.com; veronique.martinet@globeducate.fr; anitha@tipsglobal.org; dalila.pagano@globeducate.com; cristina.moran@globeducate.com; aniol.javaloyes@globeducate.com; S.Burns@stonarschool.com; laura.efford@ics.uk.net,2019-2022,https://www.instagram.com/globeducate,https://www.linkedin.com/company/globeducate,,Apify contact scraping,,,,,,,,17,"google_search_title: Globeducate International Summer Camps | description: Get set for an incredible summer camp abroad at one of our world-class boarding schools in Andorra, Cyprus, Spain or the UK.Globeducate International Summer ...Read more | query: ""UK study abroad consultant"" students India || ""school educational tour"" operator India || ""summer camp abroad"" students India | rank: 7",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: summer camp.,20.5937,78.9629
Study in UK Consultants in Vadodara,https://www.edmaster.co/study-abroad/study-in-uk-consultant-vadodara,,IN,hello@edmaster.co; applications@edmaster.co,+917226933337; +917226933336,https://www.instagram.com/edmasterindia,https://www.linkedin.com/company/edmaster-ltd,,Apify contact scraping,,,,,,,,17,"google_search_title: Study in UK Consultants in Vadodara | EdMaster | description: As UK Study Abroad Consultant EdMaster, we assist students in identifying suitable scholarships, preparing strong applications, and meeting deadlines. Top ...Read more | query: ""UK study abroad consultant"" students India || ""school educational tour"" operator India || ""summer camp abroad"" students India | rank: 7",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: study abroad.,20.5937,78.9629
Study in UK for Indian Students,https://www.elevateroutes.com/uk,,IN,info@elevateroutes.com,149487254080627; 160302513372449; +91 91719; 505308015996575; 933089128285660; +91 91719400,https://www.instagram.com/elevate_routes,https://www.linkedin.com/company/elevateroutes,,Apify contact scraping,,,,,,,,17,"google_search_title: Study in UK for Indian Students | description: Elevate Routes, a trusted UK study abroad consultant, provides expert guidance for Indian students to study in UK, covering admissions, visas, ... | query: ""UK study abroad consultant"" students India || ""school educational tour"" operator India || ""summer camp abroad"" students India | rank: 2",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: study abroad.,20.5937,78.9629
小学生の海外サマーキャンプ・英語短期留学ならトビーズ ...,https://hajimeteryugaku.com,,JP,,045-869-5800; 0458695800,https://www.instagram.com/english.village.paju; https://www.instagram.com/su.zan.355; https://www.instagram.com/mybodwellsummer,,,,,,,,,,,17,"google_search_title: 小学生の海外サマーキャンプ・英語短期留学ならトビーズ ... | description: 小学生が海外サマーキャンプに参加する6つのメリット ; メリット1. 会話力の向上 ; メリット2. 感性以上の発達 ; メリット3. 異文化理解と国際感覚の育成 ; メリット4. | query: ""イギリス留学"" エージェント 中学生 || ""短期留学"" イギリス 高校生 || ""海外サマーキャンプ"" 英語 | rank: 6",,Keep,A,Outbound youth education / study travel source-market lead,"Search result matched targeted source-market terms: 留学, 短期留学, 海外サマーキャンプ.",36.2048,138.2529
海外サマーキャンプ・短期留学基本ガイド,https://www.junior-ryugaku.net/camp,,JP,,0120036733,,,,,,,,,,,,17,"google_search_title: 海外サマーキャンプ・短期留学基本ガイド | description: 海外サマーキャンプとは、主に海外の全寮制（ボーディング）スクールを舞台に、世界中の小学生、中学生、高校生を対象とした留学プログラムです。夏休みの間、空いている ... | query: ""イギリス留学"" エージェント 中学生 || ""短期留学"" イギリス 高校生 || ""海外サマーキャンプ"" 英語 | rank: 1",,Keep,A,Outbound youth education / study travel source-market lead,"Search result matched targeted source-market terms: 留学, 短期留学, 海外サマーキャンプ.",36.2048,138.2529
ترجمة و معنى المعسكر الصيفي في قاموس المعاني عربي انجليزي,https://www.almaany.com/ar/dict/ar-en/%D8%A7%D9%84%D9%85%D8%B9%D8%B3%D9%83%D8%B1-%D8%A7%D9%84%D8%B5%D9%8A%D9%81%D9%8A,,SA,,2010-2026; 10 11 12 13,,,,,,,,,,,,17,"google_search_title: ترجمة و معنى المعسكر الصيفي في قاموس المعاني عربي انجليزي | description: ترجمة و معنى المعسكر الصيفي في قاموس المعاني عربي انجليزي ; مخيم صيفي؛ معسكر صيفي · summer camp ... | query: ""دراسة في بريطانيا"" مكتب طلاب || ""معسكر صيفي انجليزي"" طلاب || ""ابتعاث طلاب"" بريطانيا مكتب | rank: 9",,Keep,A,Outbound youth education / study travel source-market lead,"Search result matched targeted source-market terms: summer camp, معسكر صيفي.",23.8859,45.0792
Education,https://growuniqueinternational.com/about.html,,AE,growuniqueinternational@gmail.com,+919037532249,,,,,,,,,,,,16,"google_search_title: Education - grow unique | description: Have 100 % visa success rate. Contact us. uk study abroad consultant near me. AIR TICKETING. Helps in booking the flight with affordable fare and comfortable ...Read more | query: ""UK study abroad consultant"" UAE students || ""school trip operator"" UAE UK || ""educational travel agency"" Dubai students | rank: 4",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: study abroad.,23.4241,53.8478
Wanderlust Educational Travel Agency,https://www.tigres-vsa.com/sponsors/wanderlust,,AE,soccer@tigres-vsa.com,212283773; 1749854836611; 778 953 5391; 0079780; 8079321; 1712694897961; 1719854490474; 90134392; 2012-2017; 2997-4239; 1709252001069; 1709252001315; 152467026566162; 1709918687016; 1218121; 1709253151144; 1709253156484; 1709253152372; 1734301808970; 1734303157606; 1734303157709; 3254-5509-43; 9933-96602; 174008892; 20240908; 1723604669239; 1000129469; 1734584562599; 1734584562661; 20241216,http://instagram.com/tigresvancouver.academy; https://www.instagram.com/wanderlustcanadaa,,,,,,,,,,,16,"google_search_title: Wanderlust Educational Travel Agency | description: Wanderlust Educational Travel Agency is here to help you achieve your dreams ... Dubai, and Ireland waiting for you! We offer: Study + Work Programs | query: ""UK study abroad consultant"" UAE students || ""school trip operator"" UAE UK || ""educational travel agency"" Dubai students | rank: 4",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: educational travel.,23.4241,53.8478
English Language Company (ELC) Sydney,https://marshallservices.it/en/scuola/vacation-study-english-course-at-elc-sydney,,AU,info@marshallservices.it,+39 06 35 29; +39 06 49 77; 337460543627,https://www.instagram.com/marshall_language_services,,,,,,,,,,,16,"google_search_title: English Language Company (ELC) Sydney | description: Why book with a Language Travel Agency? vacation study english abroad at ... students from continents far from Australia, like Europe and South America.Read more | query: ""school educational tour operator"" UK Australia || ""student travel education provider"" Australia || ""language travel agency"" students Australia | rank: 1",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: language travel.,-25.2744,133.7751
Campamentos de Fútbol en Inglaterra 2026,https://www.ertheo.com/campamentos-futbol-verano-inglaterra.htm,,CO,info@ertheo.com,0018572087249; 0033170849040; 0034902750359; 0034930186626; 0034951204061; 00390287368972; 00442037699442; 00442037699443; 00525541604495; 00576017564047,https://www.instagram.com/ertheo_es,,,,,,,,,,,16,"google_search_title: Campamentos de Fútbol en Inglaterra 2026 | description: Campamentos de verano de fútbol de clubes en Inglaterra · Arsenal Football Development · Campamento de fútbol Tottenham Hotspurs · Chelsea FC Campamento de Fútbol. | query: ""inglés en el exterior"" jóvenes Colombia agencia || ""campamentos de verano"" Reino Unido Colombia || ""viajes educativos"" estudiantes exterior Colombia | rank: 10",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: campamentos de verano.,4.5709,-74.2973
Campamentos de verano e invierno,https://www.travelearners.com.co/services/campamentos-verano,,CO,info@travelearners.com,6017702853,https://www.instagram.com/travelearners,,,,,,,,,,,16,"google_search_title: Campamentos de verano e invierno | description: Campamentos de Verano e Invierno en el exterior para jóvenes entre los 14 y ... Ofrecemos programas en Canadá, Estados Unidos, Europa y Reino Unido. | query: ""inglés en el exterior"" jóvenes Colombia agencia || ""campamentos de verano"" Reino Unido Colombia || ""viajes educativos"" estudiantes exterior Colombia | rank: 9",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: campamentos de verano.,4.5709,-74.2973
Finde deine Sprachreise 2026,https://www.jugendwerk-awo-reisen.de/sprachreisen,,DE,support@jugendwerk-awo-reisen.de,0049 711,,,,,,,,,,,,16,"google_search_title: Finde deine Sprachreise 2026 | description: ... Jugendreisen Ferienspiele und Kinderfreizeiten ohne Übernachtung Familienfreizeiten Bildungsangebote und Seminare Internationale Jugendbegegnungen Sprachreisen. | query: ""Sprachreisen"" Schüler England Anbieter || ""Schüleraustausch"" England Agentur || ""Jugendreisen"" Sprachreise England | rank: 4",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: sprachreisen.,51.1657,10.4515
Schüleraustausch in England,https://www.stepin.de/schueleraustausch-england,,DE,info@stepin.de; beschwerde@versicherungsombudsmann.de,27.04.2026; 79548133; 06.02.2024; 16.10.2023; 13.10.2023; 14745008; 29.09.2023; 25.09.202310; 5424375764054; 3265186; 042972816570; 068932554; 6790328; 0228-71005; 0800 36960000; 0800 36990000; 206263025; 228 22840; 228 71005; 14.05.2025; 26515365; 04.06.2024; 31.05.2024; 13.05.2024; 18497564; 842886600842625; 0247705; 26.09.2026; 8609-1800; 10.03.2026; 14.01.2026; 19.12.2025; 416927761; 18.12.2025; 81039050; 6001-768; 70422341; 17.04.2024; 7309271; 21.03.2024; 18.03.2024; 15.02.2024; 06.05.2024; 17.01.2024; 388-1920; 16.01.2024; 5596017; 08.01.2024,https://www.instagram.com/mystepin,,,,,,,,,,,16,"google_search_title: Schüleraustausch in England - Stepin | description: Bei unserem Schüleraustausch in England erlebst du die Insel auf ganz authentische Art und Weise. Du wohnst nicht im Internat, sondern bei einer herzlichen ... | query: ""Sprachreisen"" Schüler England Anbieter || ""Schüleraustausch"" England Agentur || ""Jugendreisen"" Sprachreise England | rank: 4",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: schüleraustausch.,51.1657,10.4515
Sprachreisen nach England mit GO Jugendreisen,https://www.go-jugendreisen.de/england.html,,DE,info@go-jugendreisen.de; jugendreisen@govoyage.de; beschwerde@versicherungsombudsmann.de; datenschutz@voyage-gruppenreisen.de; info@voyage-gruppenreisen.de,+495237890821,https://www.instagram.com/gojugendreisen,,,,,,,,,,,16,"google_search_title: Sprachreisen nach England mit GO Jugendreisen | description: Englisch lernen mit GO Jugendreisen an der schönen Südküste von England. Intensiv und hoher Praxisbezug. Verbessere dein Englisch mit einer Sprachreise. | query: ""Sprachreisen"" Schüler England Anbieter || ""Schüleraustausch"" England Agentur || ""Jugendreisen"" Sprachreise England | rank: 1",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: sprachreisen.,51.1657,10.4515
Wie du gute Schüleraustausch Organisationen erkennst ...,https://www.aufindiewelt.de/detail/schueleraustausch-england-wie-du-gute-schueleraustausch-organisationen-erkennst-und-findest,,DE,aussteller@aufindiewelt.de,1998-2026; 09.05.2026; 30.05.2026; 4102 67 84 89,https://www.instagram.com/aufindiewelt,,,,,,,,,,,16,"google_search_title: Wie du gute Schüleraustausch Organisationen erkennst ... | description: England ist das beliebteste Ziel für den Schüleraustausch in Europa. Das ist kein Wunder: Dase britische Bildungssystem ist eines der besten weltweit. | query: ""Sprachreisen"" Schüler England Anbieter || ""Schüleraustausch"" England Agentur || ""Jugendreisen"" Sprachreise England | rank: 5",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: schüleraustausch.,51.1657,10.4515
Angleterre,https://www.voyage-scolaire.fr/categorie-produit/pays/angleterre,,FR,voyage-scolaire@clc.fr,+33565775000; +33565775077; +33565775076; +33565775074; +33565775073; +33565775039,,,,,,,,,,,,16,"google_search_title: Angleterre - Voyages scolaires - CLC | description: Voyages scolaires en Angleterre pour l'automne 2026 : jusqu'à 2000€ de remise (voir conditions) ! · Voyages scolaires : exemption de l'ETA confirmée pour le ... | query: ""séjours linguistiques"" angleterre jeunes organisme || ""voyages scolaires"" angleterre agence || ""colonie"" anglais étranger adolescents | rank: 8",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: voyages scolaires.,46.2276,2.2137
"Grande-Bretagne, guide de voyage scolaire",https://www.envol-espace.fr/voyages-scolaires/Grande-Bretagne,,FR,infos@envol-espace.fr; al@envol-espace.fr,+33258230636,,,,,,,,,,,,16,"google_search_title: Grande-Bretagne, guide de voyage scolaire | description: Une permanence téléphonique 24h/24 et 7j/7 pendant votre séjour. En savoir +. Une expérience depuis 1984 dans l'organisation de voyages scolaires. En savoir + ... | query: ""séjours linguistiques"" angleterre jeunes organisme || ""voyages scolaires"" angleterre agence || ""colonie"" anglais étranger adolescents | rank: 2",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: voyages scolaires.,46.2276,2.2137
Organiser un voyage ou un échange scolaire,https://www.britishcouncil.fr/education/ecoles/partenariats/mobilite,,FR,contact@britishcouncil.fr; communications@britishcouncil.fr,847 719 473; 01 49 55 73; 01 87 21 88,https://www.instagram.com/britishcouncilfr,,,,,,,,,,,16,"google_search_title: Organiser un voyage ou un échange scolaire | description: Depuis le 28 décembre 2023, les voyages scolaires entre la France et le Royaume-Uni sont facilités pour les élèves âgés de moins de 19 ans : les élèves français ... | query: ""séjours linguistiques"" angleterre jeunes organisme || ""voyages scolaires"" angleterre agence || ""colonie"" anglais étranger adolescents | rank: 5",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: voyages scolaires.,46.2276,2.2137
Voyage scolaire en Angleterre pour lycéens,https://www.asl-linguistique.com/voyage-scolaire-angleterre-lyceens.html,,FR,delete@asl-linguistique.com; webmaster@asl-linguistique.com,+33556083323,https://www.instagram.com/asl_sejours_linguistiques,,,,,,,,,,,16,"google_search_title: Voyage scolaire en Angleterre pour lycéens | description: ASL propose cette année une sélection de voyages scolaires en Angleterre pour lycéens dans lesquels on passe moins de temps dans le bus et plus, ... | query: ""séjours linguistiques"" angleterre jeunes organisme || ""voyages scolaires"" angleterre agence || ""colonie"" anglais étranger adolescents | rank: 10",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: voyages scolaires.,46.2276,2.2137
study tour pelajar sma panca budi ke bangkok dan pattaya ...,https://pancabudi.sch.id/detil/STUDY_TOUR_PELAJAR_SMA_PANCA_BUDI_KE_BANGKOK_DAN_PATTAYA_THAILAND_810zC,,ID,medsos_gupab@pancabudi.sch.id,08116300044; 22-02-2017; 13-09-2022,https://www.instagram.com/perguruan_pancabudi,,,,,,,,,,,16,"google_search_title: study tour pelajar sma panca budi ke bangkok dan pattaya ... | description: STUDY TOUR PELAJAR SMA PANCA BUDI KE BANGKOK DAN PATTAYA, THAILAND. Untuk menambah wawasan para siswa tentang pengetahuan akan budaya bangsa-bangsa lain ... | query: ""konsultan studi Inggris"" siswa || ""summer camp bahasa Inggris"" luar negeri || ""study tour pelajar"" luar negeri | rank: 5",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: study tour.,-0.7893,113.9213
Dream Travel and Study – Education. Find schools ...,https://dreamtravelstudy.com,,IN,info@dreamtravelstudy.com,447733937015; +447733937015,,,,,,,,,,,,16,"google_search_title: Dream Travel and Study – Education. Find schools ... | description: Upon arrival at a summer camp abroad, children are tested and assigned to a group corresponding to their level. As a rule, language camps operate on the ...Read more | query: ""UK study abroad consultant"" students India || ""school educational tour"" operator India || ""summer camp abroad"" students India | rank: 2",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: summer camp.,20.5937,78.9629
Heera Holiday Tours & Travels: EDUCATIONAL TOUR,https://heeraholiday.in,,IN,info@heeraholiday.in; heeraholiday@gmail.com; bhanudasgavhane87@gmail.com,7558316915; 8793666563; 9921223044,https://www.instagram.com/heeraholiday21,,,,,,,,,,,16,"google_search_title: Heera Holiday Tours & Travels: EDUCATIONAL TOUR | description: YOUR FAVOURITE SCHOOL EDUCATIONAL TOUR OPERATOR. At the Heera Holiday Tour and Travel Company, we have you covered when it comes to school trips. Educational ...Read more | query: ""UK study abroad consultant"" students India || ""school educational tour"" operator India || ""summer camp abroad"" students India | rank: 2",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: school trip.,20.5937,78.9629
영국 어학연수,https://sguhakedu.com/uk-language-school,,KR,,,,,,,,,,,,,,16,"google_search_title: 영국 어학연수 | description: 영국 어학연수 어학원. SG유학원은 학생 개개인의 학습 목표, 예산, 희망 지역에 맞춰 최적의 어학원과 대학부설 프로그램을 제안합니다. 조건부 입학, 자격증 과정 ... | query: ""영국 어학연수"" 유학원 학생 || ""청소년 해외 영어 캠프"" || ""해외 교육 여행"" 학생 | rank: 6",,Keep,A,Outbound youth education / study travel source-market lead,"Search result matched targeted source-market terms: 어학연수, 유학원.",35.9078,127.7669
Agence Babel,https://www.ialc.org/agency/agence-babel,,AU,,+41 22 321 62; +44 1227 769007; 09158586; 1929-2005,https://instagram.com/ialc.languages; https://www.instagram.com/dnivalenciaa,https://www.linkedin.com/company/ialc-international-association-of-language-centres,https://uk.linkedin.com/in/jane-dancaster-5b2093a; https://www.linkedin.com/in/alexandraborgessousa; https://www.linkedin.com/in/anna-diaz-48569a294; https://www.linkedin.com/in/blanca-roters-coca-29a493108; https://www.linkedin.com/in/darren-conway-a261839; https://www.linkedin.com/in/justin-quinn-20939b14,Apify contact scraping,,,,,,,,15,"google_search_title: Agence Babel | Language Travel Agency in Nyon | description: Agence Babel is an independent Swiss language travel agency based in Nyon, specialising in language stays and academic programmes abroad for young people ... | query: ""school educational tour operator"" UK Australia || ""student travel education provider"" Australia || ""language travel agency"" students Australia | rank: 6",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: language travel.,-25.2744,133.7751
Agents for: The English Language Centre (ELC) Chester,https://www.quality-english.com/agent-school/the-english-language-centre-elc-chester,,AU,,+4401491828960,https://www.instagram.com/qualityenglish,https://www.linkedin.com/company/quality-english,https://www.linkedin.com/in/jonathan-swindell-8899b035; https://www.linkedin.com/in/kathigerth; https://www.linkedin.com/in/romy29; https://www.linkedin.com/in/carolynblackmore; https://www.linkedin.com/in/timothyblake; https://www.linkedin.com/in/valery-cullen-73973565; https://www.linkedin.com/in/sean-legault-58b43625; https://www.linkedin.com/in/garth-younghusband-65923626,Apify contact scraping,,,,,,,,15,"google_search_title: Agents for: The English Language Centre (ELC) Chester | description: Small World is a professional language travel agency based in Lucerne, specializing in personalized guidance for students and professionals seeking to study ...Read more | query: ""school educational tour operator"" UK Australia || ""student travel education provider"" Australia || ""language travel agency"" students Australia | rank: 3",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: language travel.,-25.2744,133.7751
Cursos de idiomas e técnicos no intercâmbio,https://informationplanet.com.br/cursos,,BR,,+55 11 5186; 07.160.033,https://www.instagram.com/informationplanet,https://www.linkedin.com/company/informationplanet,,Apify contact scraping,,,,,,,,15,"google_search_title: Cursos de idiomas e técnicos no intercâmbio | description: Descubra o que se encaixa melhor no seu. Existem diversas opções de cursos para uma viagem educacional, inglês geral, especializações e graduações. | query: ""intercâmbio adolescentes"" Reino Unido || ""cursos de inglês no exterior"" jovens agência || ""viagem educacional"" estudantes exterior | rank: 10",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: intercâmbio.,-14.235,-51.9253
Programas de Intercâmbio de Idiomas para Jovens e ...,https://www.sprachcaffe.com/portuguese/jovens-escolher-escola.htm,,BR,,+552120423891; +35625701000,https://www.instagram.com/sprachcaffe_br; https://www.instagram.com/sprachcaffe,https://www.linkedin.com/company/sprachcaffe,,Apify contact scraping,,,,,,,,15,"google_search_title: Programas de Intercâmbio de Idiomas para Jovens e ... | description: ... Cursos de inglês no exterior · Cursos de espanhol no exterior · Cursos de francês no exterior · Cursos de alemão no exterior · Cursos de italiano no exterior. | query: ""intercâmbio adolescentes"" Reino Unido || ""cursos de inglês no exterior"" jovens agência || ""viagem educacional"" estudantes exterior | rank: 3",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: intercâmbio.,-14.235,-51.9253
Sprachreisen für Schüler:innen nach England & Schottland,https://www.gls-sprachenzentrum.de/90_schuelersprachreise_england.html,,DE,,+493078008970; 00493078008910,https://www.instagram.com/gls_teens_worldwide; https://www.instagram.com/gls_berlin; https://www.instagram.com/gls_sprachreisen,https://de.linkedin.com/company/gls-sprachenzentrum,,Apify contact scraping,,,,,,,,15,"google_search_title: Sprachreisen für Schüler:innen nach England & Schottland | description: Schülersprachreisen nach England mit GLS - Englisch Sprachreisen mit Gastfamilie und Internat, in allen Schulferien. | query: ""Sprachreisen"" Schüler England Anbieter || ""Schüleraustausch"" England Agentur || ""Jugendreisen"" Sprachreise England | rank: 4",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: sprachreisen.,51.1657,10.4515
Unsere Sprachreisen nach England,https://www.sprachcaffe.de/sprachschulen-england.htm,,DE,,+49696109120; +4969610912,https://www.instagram.com/sprachcaffe,https://www.linkedin.com/company/sprachcaffe,,Apify contact scraping,,,,,,,,15,"google_search_title: Unsere Sprachreisen nach England | description: Englisch lernen, britisches Flair genießen! » Für Erwachsene · » Für Schüler. Unsere Sprachreisen nach England. | query: ""Sprachreisen"" Schüler England Anbieter || ""Schüleraustausch"" England Agentur || ""Jugendreisen"" Sprachreise England | rank: 6",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: sprachreisen.,51.1657,10.4515
Voyage scolaire en Angleterre,https://www.mije.com/voyage-scolaire/angleterre,,FR,,+33142742345; +330142742345,https://www.instagram.com/mijemarais,https://www.linkedin.com/company/mije,,Apify contact scraping,,,,,,,,15,"google_search_title: Voyage scolaire en Angleterre - Programmes pédagogiques | description: Les voyages scolaires en Angleterre sont adaptés aux élèves de collège et de lycée. Ils permettent d'aborder différentes thématiques pédagogiques, notamment les ... | query: ""séjours linguistiques"" angleterre jeunes organisme || ""voyages scolaires"" angleterre agence || ""colonie"" anglais étranger adolescents | rank: 1",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: voyages scolaires.,46.2276,2.2137
Intercâmbio inglês,https://www.ef.edu.pt/pg/intercambio/ingles,,BR,,213173470; +213173470,,,,,,,,,,,,14,"google_search_title: Intercâmbio inglês | description: Oferecemos os melhores pacotes de intercâmbio e cursos de inglês no exterior! O inglês é considerado o idioma oficial do mundo, por isso fazer um ... | query: ""intercâmbio adolescentes"" Reino Unido || ""cursos de inglês no exterior"" jovens agência || ""viagem educacional"" estudantes exterior | rank: 7",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: intercâmbio.,-14.235,-51.9253
que é e como funciona?,https://www.ef.com.br/pg/intercambio,,BR,,1121229000; +1121229000,,,,,,,,,,,,14,"google_search_title: que é e como funciona? | Escolas de intercâmbio no exterior | description: Um intercâmbio é uma viagem educacional, cultural ou profissional que permite que o aluno, de qualquer idade, viaje para outro país para estudar por um ... | query: ""intercâmbio adolescentes"" Reino Unido || ""cursos de inglês no exterior"" jovens agência || ""viagem educacional"" estudantes exterior | rank: 1",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: intercâmbio.,-14.235,-51.9253
Campamentos de verano en Inglaterra,https://www.ef.com.co/pg/campamentos-verano/inglaterra,,CO,,6015802743; +6015802743,,,,,,,,,,,,14,"google_search_title: Campamentos de verano en Inglaterra | description: Campamentos de verano en Inglaterra ⛺️☀️. 60 años de experiencia nos avalan. EF te ofrece campamento de verano en Inglaterra con miles de actividades (surf, ... | query: ""inglés en el exterior"" jóvenes Colombia agencia || ""campamentos de verano"" Reino Unido Colombia || ""viajes educativos"" estudiantes exterior Colombia | rank: 1",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: campamentos de verano.,4.5709,-74.2973
England Sprachreisen Schüler: 12,https://www.sprachreisen.de/schueler/englisch/england,,DE,,6221 8900; 162 322 248; 89 00 100; 89 00 120; 89 00 130; 89 00 200; 01.05.2026; 03.05.2026; 04.05.2026; 05.05.2026; 06.05.2026; 26.04.2026; 27.04.2026; 28.04.2026; 29.04.2026; 30.04.2026,https://www.instagram.com/istsprachreisen,,,,,,,,,,,14,"google_search_title: England Sprachreisen Schüler: 12 - 17 Jahre | description: Sprachreisen für Schüler nach England. Die Programme von iSt Sprachreisen bieten die perfekte Mischung aus Sprachenlernen, kultureller Entdeckung und spannenden ... | query: ""Sprachreisen"" Schüler England Anbieter || ""Schüleraustausch"" England Agentur || ""Jugendreisen"" Sprachreise England | rank: 2",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: sprachreisen.,51.1657,10.4515
